scenario_name,test_name,mode_free_or_anchored,joint_name,joint_type,joint_max_delta_deg_or_mm,limit_hit
baseline_filled,side_push,free,top_seam_04_hinge,hinge_deg,0.025834,False
baseline_filled,side_push,free,top_seam_05_hinge,hinge_deg,0.003463,False
baseline_filled,side_push,free,top_seam_06_hinge,hinge_deg,0.015233,False
baseline_filled,side_push,free,top_seam_07_hinge,hinge_deg,0.068019,False
baseline_filled,side_push,free,top_seam_08_hinge,hinge_deg,0.026516,False
baseline_filled,side_push,free,top_seam_09_hinge,hinge_deg,0.062680,False
baseline_filled,side_push,free,top_seam_10_hinge,hinge_deg,0.052753,False
baseline_filled,scoop_insert,free,back_face_00_hinge,hinge_deg,1.605030,False
baseline_filled,scoop_insert,free,back_face_01_hinge,hinge_deg,1.328530,False
baseline_filled,scoop_insert,free,back_face_02_hinge,hinge_deg,1.335187,False
baseline_filled,scoop_insert,free,back_face_03_hinge,hinge_deg,1.624921,False
baseline_filled,scoop_insert,free,bottom_sling_left_hinge,hinge_deg,0.053689,False
baseline_filled,scoop_insert,free,bottom_sling_right_hinge,hinge_deg,0.050889,False
baseline_filled,scoop_insert,free,bottom_sling_slide,slide_mm,21.702454,False
baseline_filled,scoop_insert,free,fold_patch_left_hinge,hinge_deg,6.807284,False
baseline_filled,scoop_insert,free,fold_patch_right_hinge,hinge_deg,7.733503,False
baseline_filled,scoop_insert,free,front_face_00_hinge,hinge_deg,1.501840,False
baseline_filled,scoop_insert,free,front_face_01_hinge,hinge_deg,1.277643,False
baseline_filled,scoop_insert,free,front_face_02_hinge,hinge_deg,1.334930,False
baseline_filled,scoop_insert,free,front_face_03_hinge,hinge_deg,1.676424,False
baseline_filled,scoop_insert,free,lower_belly_00_hinge,hinge_deg,23.997742,False
baseline_filled,scoop_insert,free,lower_belly_01_hinge,hinge_deg,15.241965,False
baseline_filled,scoop_insert,free,lower_belly_02_hinge,hinge_deg,30.795462,False
baseline_filled,scoop_insert,free,lower_belly_03_hinge,hinge_deg,30.560091,False
baseline_filled,scoop_insert,free,lower_belly_04_hinge,hinge_deg,15.504022,False
baseline_filled,scoop_insert,free,lower_belly_05_hinge,hinge_deg,23.748221,False
baseline_filled,scoop_insert,free,payload_aux_x,slide_mm,0.118051,False
baseline_filled,scoop_insert,free,payload_aux_y,slide_mm,2.118986,False
baseline_filled,scoop_insert,free,payload_aux_z,slide_mm,2.004108,False
baseline_filled,scoop_insert,free,payload_left_x,slide_mm,0.258535,False
baseline_filled,scoop_insert,free,payload_left_y,slide_mm,3.658815,False
baseline_filled,scoop_insert,free,payload_left_z,slide_mm,20.099897,False
baseline_filled,scoop_insert,free,payload_main_x,slide_mm,0.091196,False
baseline_filled,scoop_insert,free,payload_main_y,slide_mm,2.546207,False
baseline_filled,scoop_insert,free,payload_main_z,slide_mm,15.529923,False
baseline_filled,scoop_insert,free,payload_right_x,slide_mm,0.223816,False
baseline_filled,scoop_insert,free,payload_right_y,slide_mm,1.605657,False
baseline_filled,scoop_insert,free,payload_right_z,slide_mm,19.764876,False
baseline_filled,scoop_insert,free,shoulder_left_00_hinge,hinge_deg,0.982155,False
baseline_filled,scoop_insert,free,shoulder_left_01_hinge,hinge_deg,6.548422,False
baseline_filled,scoop_insert,free,shoulder_left_02_hinge,hinge_deg,1.339926,False
baseline_filled,scoop_insert,free,shoulder_left_03_hinge,hinge_deg,6.474604,False
baseline_filled,scoop_insert,free,shoulder_left_04_hinge,hinge_deg,0.914891,False
baseline_filled,scoop_insert,free,shoulder_right_00_hinge,hinge_deg,1.028884,False
baseline_filled,scoop_insert,free,shoulder_right_01_hinge,hinge_deg,6.602412,False
baseline_filled,scoop_insert,free,shoulder_right_02_hinge,hinge_deg,1.359531,False
baseline_filled,scoop_insert,free,shoulder_right_03_hinge,hinge_deg,6.518589,False
baseline_filled,scoop_insert,free,shoulder_right_04_hinge,hinge_deg,0.913565,False
baseline_filled,scoop_insert,free,side_gusset_left_00_hinge,hinge_deg,0.526848,False
baseline_filled,scoop_insert,free,side_gusset_left_01_hinge,hinge_deg,0.901879,False
baseline_filled,scoop_insert,free,side_gusset_left_02_hinge,hinge_deg,0.563879,False
baseline_filled,scoop_insert,free,side_gusset_right_00_hinge,hinge_deg,0.474161,False
baseline_filled,scoop_insert,free,side_gusset_right_01_hinge,hinge_deg,0.873391,False
baseline_filled,scoop_insert,free,side_gusset_right_02_hinge,hinge_deg,0.561112,False
baseline_filled,scoop_insert,free,top_seam_00_hinge,hinge_deg,0.089919,False
baseline_filled,scoop_insert,free,top_seam_01_hinge,hinge_deg,0.010926,False
baseline_filled,scoop_insert,free,top_seam_02_hinge,hinge_deg,0.114657,False
baseline_filled,scoop_insert,free,top_seam_03_hinge,hinge_deg,0.027806,False
baseline_filled,scoop_insert,free,top_seam_04_hinge,hinge_deg,0.040454,False
baseline_filled,scoop_insert,free,top_seam_05_hinge,hinge_deg,0.012481,False
baseline_filled,scoop_insert,free,top_seam_06_hinge,hinge_deg,0.025055,False
baseline_filled,scoop_insert,free,top_seam_07_hinge,hinge_deg,0.083747,False
baseline_filled,scoop_insert,free,top_seam_08_hinge,hinge_deg,0.022204,False
baseline_filled,scoop_insert,free,top_seam_09_hinge,hinge_deg,0.077367,False
baseline_filled,scoop_insert,free,top_seam_10_hinge,hinge_deg,0.066855,False
baseline_filled,support_release,free,back_face_00_hinge,hinge_deg,1.736332,False
baseline_filled,support_release,free,back_face_01_hinge,hinge_deg,1.425592,False
baseline_filled,support_release,free,back_face_02_hinge,hinge_deg,1.462754,False
baseline_filled,support_release,free,back_face_03_hinge,hinge_deg,1.850357,False
baseline_filled,support_release,free,bottom_sling_left_hinge,hinge_deg,0.023327,False
baseline_filled,support_release,free,bottom_sling_right_hinge,hinge_deg,0.026646,False
baseline_filled,support_release,free,bottom_sling_slide,slide_mm,0.453927,False
baseline_filled,support_release,free,fold_patch_left_hinge,hinge_deg,7.791774,False
baseline_filled,support_release,free,fold_patch_right_hinge,hinge_deg,9.231108,False
baseline_filled,support_release,free,front_face_00_hinge,hinge_deg,1.724278,False
baseline_filled,support_release,free,front_face_01_hinge,hinge_deg,1.413297,False
baseline_filled,support_release,free,front_face_02_hinge,hinge_deg,1.450546,False
baseline_filled,support_release,free,front_face_03_hinge,hinge_deg,1.837685,False
baseline_filled,support_release,free,lower_belly_00_hinge,hinge_deg,0.010842,False
baseline_filled,support_release,free,lower_belly_01_hinge,hinge_deg,0.010663,False
baseline_filled,support_release,free,lower_belly_02_hinge,hinge_deg,0.011008,False
baseline_filled,support_release,free,lower_belly_03_hinge,hinge_deg,0.009786,False
baseline_filled,support_release,free,lower_belly_04_hinge,hinge_deg,0.011156,False
baseline_filled,support_release,free,lower_belly_05_hinge,hinge_deg,0.009260,False
baseline_filled,support_release,free,payload_aux_x,slide_mm,0.061490,False
baseline_filled,support_release,free,payload_aux_y,slide_mm,0.003098,False
baseline_filled,support_release,free,payload_aux_z,slide_mm,0.235525,False
baseline_filled,support_release,free,payload_left_x,slide_mm,0.137376,False
baseline_filled,support_release,free,payload_left_y,slide_mm,0.165654,False
baseline_filled,support_release,free,payload_left_z,slide_mm,0.369564,False
baseline_filled,support_release,free,payload_main_x,slide_mm,0.015928,False
baseline_filled,support_release,free,payload_main_y,slide_mm,0.003671,False
baseline_filled,support_release,free,payload_main_z,slide_mm,0.395873,False
baseline_filled,support_release,free,payload_right_x,slide_mm,0.097997,False
baseline_filled,support_release,free,payload_right_y,slide_mm,0.167134,False
baseline_filled,support_release,free,payload_right_z,slide_mm,0.425515,False
baseline_filled,support_release,free,shoulder_left_00_hinge,hinge_deg,1.360168,False
baseline_filled,support_release,free,shoulder_left_01_hinge,hinge_deg,8.941804,False
baseline_filled,support_release,free,shoulder_left_02_hinge,hinge_deg,1.842389,False
baseline_filled,support_release,free,shoulder_left_03_hinge,hinge_deg,8.844367,False
baseline_filled,support_release,free,shoulder_left_04_hinge,hinge_deg,1.246208,False
baseline_filled,support_release,free,shoulder_right_00_hinge,hinge_deg,1.369600,False
baseline_filled,support_release,free,shoulder_right_01_hinge,hinge_deg,8.987263,False
baseline_filled,support_release,free,shoulder_right_02_hinge,hinge_deg,1.853349,False
baseline_filled,support_release,free,shoulder_right_03_hinge,hinge_deg,8.893876,False
baseline_filled,support_release,free,shoulder_right_04_hinge,hinge_deg,1.254732,False
baseline_filled,support_release,free,side_gusset_left_00_hinge,hinge_deg,0.452098,False
baseline_filled,support_release,free,side_gusset_left_01_hinge,hinge_deg,0.806083,False
baseline_filled,support_release,free,side_gusset_left_02_hinge,hinge_deg,0.500749,False
baseline_filled,support_release,free,side_gusset_right_00_hinge,hinge_deg,0.441932,False
baseline_filled,support_release,free,side_gusset_right_01_hinge,hinge_deg,0.791305,False
baseline_filled,support_release,free,side_gusset_right_02_hinge,hinge_deg,0.489710,False
baseline_filled,support_release,free,top_seam_00_hinge,hinge_deg,0.098368,False
baseline_filled,support_release,free,top_seam_01_hinge,hinge_deg,0.015602,False
baseline_filled,support_release,free,top_seam_02_hinge,hinge_deg,0.136009,False
baseline_filled,support_release,free,top_seam_03_hinge,hinge_deg,0.028351,False
