scenario_name,test_name,mode_free_or_anchored,joint_name,joint_type,joint_max_delta_deg_or_mm,limit_hit
underfilled,shoulder_poke_right,free,outer_upper_left_02_hinge,hinge_deg,6.370245,False
underfilled,shoulder_poke_right,free,outer_upper_left_03_hinge,hinge_deg,6.369254,False
underfilled,shoulder_poke_right,free,outer_upper_left_04_hinge,hinge_deg,6.369599,False
underfilled,shoulder_poke_right,free,outer_upper_left_05_hinge,hinge_deg,6.370638,False
underfilled,shoulder_poke_right,free,outer_upper_left_06_hinge,hinge_deg,6.372003,False
underfilled,shoulder_poke_right,free,outer_upper_left_07_hinge,hinge_deg,6.374365,False
underfilled,shoulder_poke_right,free,outer_upper_left_08_hinge,hinge_deg,6.378024,False
underfilled,shoulder_poke_right,free,outer_upper_left_09_hinge,hinge_deg,6.379172,False
underfilled,shoulder_poke_right,free,outer_upper_left_10_hinge,hinge_deg,6.382413,False
underfilled,shoulder_poke_right,free,outer_upper_right_00_hinge,hinge_deg,15.210933,False
underfilled,shoulder_poke_right,free,outer_upper_right_01_hinge,hinge_deg,15.946100,False
underfilled,shoulder_poke_right,free,outer_upper_right_02_hinge,hinge_deg,17.225508,False
underfilled,shoulder_poke_right,free,outer_upper_right_03_hinge,hinge_deg,18.402296,False
underfilled,shoulder_poke_right,free,outer_upper_right_04_hinge,hinge_deg,19.616661,False
underfilled,shoulder_poke_right,free,outer_upper_right_05_hinge,hinge_deg,22.328756,False
underfilled,shoulder_poke_right,free,outer_upper_right_06_hinge,hinge_deg,19.600228,False
underfilled,shoulder_poke_right,free,outer_upper_right_07_hinge,hinge_deg,18.375718,False
underfilled,shoulder_poke_right,free,outer_upper_right_08_hinge,hinge_deg,17.210731,False
underfilled,shoulder_poke_right,free,outer_upper_right_09_hinge,hinge_deg,15.945634,False
underfilled,shoulder_poke_right,free,outer_upper_right_10_hinge,hinge_deg,15.197564,False
underfilled,shoulder_poke_right,free,top_edge_occlusion_left_hinge,hinge_deg,0.007130,False
underfilled,shoulder_poke_right,free,top_edge_occlusion_right_hinge,hinge_deg,0.049268,False
underfilled,shoulder_poke_right,free,top_grasp_rail_pitch,hinge_deg,0.013720,False
underfilled,shoulder_poke_right,free,top_seam_00_hinge,hinge_deg,0.991370,False
underfilled,shoulder_poke_right,free,top_seam_01_hinge,hinge_deg,0.002475,False
underfilled,shoulder_poke_right,free,top_seam_02_hinge,hinge_deg,0.004644,False
underfilled,shoulder_poke_right,free,top_seam_03_hinge,hinge_deg,0.004486,False
underfilled,shoulder_poke_right,free,top_seam_04_hinge,hinge_deg,0.004104,False
underfilled,shoulder_poke_right,free,top_seam_05_hinge,hinge_deg,0.016070,False
underfilled,shoulder_poke_right,free,top_seam_06_hinge,hinge_deg,0.006932,False
underfilled,shoulder_poke_right,free,top_seam_07_hinge,hinge_deg,0.006651,False
underfilled,shoulder_poke_right,free,top_seam_08_hinge,hinge_deg,0.006356,False
underfilled,shoulder_poke_right,free,top_seam_09_hinge,hinge_deg,0.001281,False
underfilled,shoulder_poke_right,free,top_seam_10_hinge,hinge_deg,0.989697,False
underfilled,top_preload,free,ballast_aux_1_x,slide_mm,187.567527,True
underfilled,top_preload,free,ballast_aux_1_y,slide_mm,33.811563,False
underfilled,top_preload,free,ballast_aux_1_z,slide_mm,199.165293,True
underfilled,top_preload,free,ballast_aux_2_x,slide_mm,156.125237,True
underfilled,top_preload,free,ballast_aux_2_y,slide_mm,41.789763,False
underfilled,top_preload,free,ballast_aux_2_z,slide_mm,200.806411,True
underfilled,top_preload,free,ballast_aux_3_x,slide_mm,130.865553,True
underfilled,top_preload,free,ballast_aux_3_y,slide_mm,10.746337,False
underfilled,top_preload,free,ballast_aux_3_z,slide_mm,181.372514,True
underfilled,top_preload,free,ballast_main_x,slide_mm,160.941432,True
underfilled,top_preload,free,ballast_main_y,slide_mm,17.859066,False
underfilled,top_preload,free,ballast_main_z,slide_mm,121.999544,True
underfilled,top_preload,free,inner_back_load_00_hinge,hinge_deg,0.273972,False
underfilled,top_preload,free,inner_back_load_01_hinge,hinge_deg,0.233183,False
underfilled,top_preload,free,inner_back_load_02_hinge,hinge_deg,0.228381,False
underfilled,top_preload,free,inner_back_load_03_hinge,hinge_deg,0.242320,False
underfilled,top_preload,free,inner_back_load_04_hinge,hinge_deg,0.251881,False
underfilled,top_preload,free,inner_bottom_load_00_hinge,hinge_deg,1.606424,False
underfilled,top_preload,free,inner_bottom_load_01_hinge,hinge_deg,1.667848,False
underfilled,top_preload,free,inner_bottom_load_02_hinge,hinge_deg,1.744969,False
underfilled,top_preload,free,inner_front_load_00_hinge,hinge_deg,0.267654,False
underfilled,top_preload,free,inner_front_load_01_hinge,hinge_deg,0.225476,False
underfilled,top_preload,free,inner_front_load_02_hinge,hinge_deg,0.219351,False
underfilled,top_preload,free,inner_front_load_03_hinge,hinge_deg,0.234349,False
underfilled,top_preload,free,inner_front_load_04_hinge,hinge_deg,0.244155,False
underfilled,top_preload,free,outer_bottom_edge_center_hinge,hinge_deg,9.507714,False
underfilled,top_preload,free,outer_bottom_edge_left_00_hinge,hinge_deg,1.411965,False
underfilled,top_preload,free,outer_bottom_edge_left_01_hinge,hinge_deg,1.128711,False
underfilled,top_preload,free,outer_bottom_edge_left_02_hinge,hinge_deg,1.146197,False
underfilled,top_preload,free,outer_bottom_edge_left_03_hinge,hinge_deg,0.660672,False
underfilled,top_preload,free,outer_bottom_edge_left_04_hinge,hinge_deg,0.839265,False
underfilled,top_preload,free,outer_bottom_edge_left_05_hinge,hinge_deg,0.533394,False
underfilled,top_preload,free,outer_bottom_edge_left_06_hinge,hinge_deg,3.573492,False
underfilled,top_preload,free,outer_bottom_edge_left_07_hinge,hinge_deg,7.491257,False
